Unnamed: 0,OrderId,CustomerId,OrderDate,Age,City,Category,ProductName,Quantity,UnitPrice,DiscountPct,PaymentMethod,OrderStatus,Rating,ShippingDays,DeliveryDistanceKM,Device,MarketingChannel,Spend90d,CouponCode,TotalAmount,Year,Month,Day
25920,ORD1094255,CUST88785,2025-11-19,50,Bengaluru,Fashion,Running Shoes,1.0,989.45,9.11,COD,Delivered,2.6,6.0,10.16,Desktop,Direct,5449.88,FESTIVE,899.31,2025.0,11.0,19.0
70061,ORD1050525,CUST48470,2025-01-03,28,,Toys,Yoga Mat,1.0,584.44,31.75,Debit Card,Delivered,4.2,1.0,6.37,Mobile,Organic,6775.74,SAVE20,398.88,2025.0,1.0,3.0
31102,ORD1049122,CUST83677,2024-12-24,40,,Home & Kitchen,Yoga Mat,1.0,964.48,3.54,COD,Cancelled,3.9,3.0,6.8,Mobile,Organic,7090.06,not provided,930.34,2024.0,12.0,24.0
15890,ORD1056301,CUST40184,2025-02-15,39,Lucknow,Grocery,Face Serum,1.0,874.99,7.46,Wallet,Delivered,4.6,5.0,11.59,Mobile,Email,3098.4,not provided,809.72,2025.0,2.0,15.0
50656,ORD1027837,CUST69968,2024-07-22,46,Jaipur,Home & Kitchen,Yoga Mat,1.0,1221.91,8.23,not provided,Delivered,4.6,4.0,14.52,Mobile,Direct,1666.83,FESTIVE,1121.35,2024.0,7.0,22.0
32315,ORD1059686,CUST60487,2025-03-11,19,Hyderabad,Electronics,Laptop Stand,3.0,506.2,6.21,UPI,Delivered,4.5,1.0,5.32,Tablet,Affiliate,4557.89,APP15,1424.29,2025.0,3.0,11.0
6,ORD1094244,CUST98709,2025-11-18,28,Indore,Toys,Yoga Mat,2.0,2740.06,10.39,not provided,Delivered,5.0,6.0,25.49,Mobile,Email,409.76,APP15,4910.74,2025.0,11.0,18.0
26443,ORD1084784,CUST63991,2025-09-10,22,Kolkata,Books,Face Serum,1.0,527.17,3.1,COD,Shipped,4.2,4.0,24.89,Mobile,Direct,3294.18,FESTIVE,510.83,2025.0,9.0,10.0
30407,ORD1020663,CUST11598,2024-05-30,21,Jaipur,Beauty,Coffee Maker,3.0,1906.61,26.83,Debit Card,Delivered,4.1,2.0,16.65,Mobile,Paid Search,2090.33,FESTIVE,4185.2,2024.0,5.0,30.0
63685,ORD1028315,CUST36846,2024-07-25,37,Patna,Fashion,Face Serum,1.0,1465.81,23.71,Wallet,Returned,4.3,4.0,3.08,Mobile,Organic,52288.35,FESTIVE,1118.27,2024.0,7.0,25.0
22789,ORD1055397,CUST83918,2025-02-08,43,Bengaluru,Fashion,Running Shoes,2.0,1700.23,6.26,Net Banking,Delivered,3.2,2.0,4.12,Mobile,Organic,17027.63,NEWUSER,3187.59,2025.0,2.0,8.0
80678,ORD1076548,CUST86347,2025-07-12,25,Mumbai,Grocery,Face Serum,2.0,404.98,1.71,Wallet,Delivered,4.6,7.0,4.15,Mobile,Email,257.37,FESTIVE,796.11,2025.0,7.0,12.0
44025,ORD1077432,CUST36161,2025-07-19,40,Lucknow,Books,Bluetooth Speaker,3.0,973.47,19.91,Credit Card,Delivered,4.9,3.0,16.7,Mobile,Paid Search,1832.68,NONE,2338.96,2025.0,7.0,19.0
15781,ORD1008027,CUST75449,2024-02-28,41,Patna,Home & Kitchen,Laptop Stand,2.0,806.82,13.5,COD,Processing,4.1,2.0,29.41,Mobile,Social,1444.12,NONE,1395.8,2024.0,2.0,28.0
43128,ORD1034021,CUST96181,2024-09-05,27,Indore,Sports,Yoga Mat,1.0,299.08,16.83,UPI,Shipped,3.1,5.0,7.57,Desktop,Paid Search,2396.05,not provided,248.74,2024.0,9.0,5.0
82289,ORD1029151,CUST27859,2024-07-31,35,Hyderabad,Books,Yoga Mat,1.0,1392.51,27.35,COD,Delivered,4.2,2.0,9.82,Mobile,Email,14559.17,SAVE20,1011.66,2024.0,7.0,31.0
44869,ORD1069350,CUST45067,2025-05-21,29,Jaipur,,Smart Watch,2.0,2179.44,5.65,Wallet,Processing,4.3,1.0,11.04,Mobile,Organic,8954.99,SAVE20,4112.6,2025.0,5.0,21.0
16785,ORD1096675,CUST95377,2025-12-06,31,Pune,Toys,Face Serum,1.0,1564.81,17.09,COD,Delivered,4.6,5.0,4.45,Mobile,Organic,1755.42,APP15,1297.38,2025.0,12.0,6.0
6317,ORD1012168,CUST51875,2024-03-29,24,Kolkata,Sports,Face Serum,1.0,217.19,19.74,UPI,Cancelled,4.3,3.0,4.55,Mobile,Email,4749.97,FESTIVE,174.32,2024.0,3.0,29.0
22857,ORD1071128,CUST92021,2025-06-03,36,Jaipur,Electronics,Laptop Stand,1.0,2178.71,13.89,Credit Card,Cancelled,5.0,6.0,2.41,Desktop,Email,2334.93,SAVE20,1876.09,2025.0,6.0,3.0
41315,ORD1049783,CUST85024,2024-12-29,38,Ahmedabad,Home & Kitchen,Yoga Mat,2.0,222.88,16.97,Wallet,Delivered,4.1,2.0,9.8,Mobile,not provided,21729.54,APP15,370.11,2024.0,12.0,29.0
60196,ORD1090407,CUST47634,2025-10-21,41,Jaipur,Books,Face Serum,1.0,503.71,8.98,Credit Card,Delivered,3.9,4.0,19.0,not provided,Affiliate,12184.79,FESTIVE,458.48,2025.0,10.0,21.0
44557,ORD1098413,CUST70775,2025-12-19,18,Chennai,Books,Laptop Stand,3.0,1197.88,17.6,UPI,Delivered,4.7,4.0,11.39,Mobile,Organic,2681.25,NEWUSER,2961.16,2025.0,12.0,19.0
71556,ORD1062268,CUST39197,2025-03-30,36,Delhi,Grocery,Face Serum,1.0,1062.67,16.11,COD,Delivered,3.9,2.0,33.48,Mobile,Organic,8274.48,not provided,891.47,2025.0,3.0,30.0
63144,ORD1040460,CUST37442,2024-10-22,25,Delhi,Sports,Smart Watch,3.0,573.38,4.27,Debit Card,Delivered,4.0,2.0,12.59,Desktop,not provided,8348.95,APP15,1646.69,2024.0,10.0,22.0
64303,ORD1048441,CUST86353,2024-12-19,18,Chennai,Electronics,Laptop Stand,1.0,4388.51,30.59,Credit Card,Shipped,3.6,4.0,4845.0,Mobile,Organic,8063.35,not provided,3046.06,2024.0,12.0,19.0
87347,ORD1010754,CUST39514,2024-03-19,49,Delhi,Beauty,Face Serum,1.0,263.34,13.59,Wallet,Delivered,3.8,7.0,3.11,Mobile,Social,2085.66,FESTIVE,227.55,2024.0,3.0,19.0
78256,ORD1005663,CUST18485,2024-02-11,35,Chennai,Fashion,Smart Watch,1.0,1852.41,9.99,Wallet,Delivered,5.0,10.0,15.9,Mobile,Email,5198.48,not provided,1667.35,2024.0,2.0,11.0
65913,ORD1043607,CUST73809,2024-11-14,31,Kolkata,Grocery,Smart Watch,1.0,463.93,10.53,COD,Returned,3.3,6.0,4.04,Tablet,Organic,1238.81,SAVE20,415.08,2024.0,11.0,14.0
8359,ORD1082368,CUST49952,2025-08-24,44,Ahmedabad,Toys,Yoga Mat,1.0,454.6,29.84,Credit Card,Delivered,4.6,1.0,8.63,Mobile,Email,297.28,APP15,318.95,2025.0,8.0,24.0
78907,ORD1018545,CUST97330,2024-05-15,29,Delhi,Fashion,Bluetooth Speaker,1.0,1074.42,17.75,COD,Delivered,3.5,2.0,15.17,Desktop,Direct,998.59,FESTIVE,883.71,2024.0,5.0,15.0
38475,ORD1032938,CUST81303,2024-08-28,37,Bengaluru,Electronics,Organic Snacks,1.0,1360.77,3.41,Credit Card,Delivered,3.6,7.0,,Mobile,Social,17292.67,NEWUSER,1314.37,2024.0,8.0,28.0
61944,ORD1099961,CUST11710,2025-12-30,34,Lucknow,Toys,Bluetooth Speaker,1.0,1054.09,41.42,Debit Card,Delivered,3.7,11.0,44.99,Mobile,Organic,10600.81,NONE,617.49,2025.0,12.0,30.0
20082,ORD1010656,CUST10460,2024-03-18,37,Mumbai,Toys,Running Shoes,4.0,183.29,2.17,Credit Card,Delivered,3.6,4.0,4.15,Mobile,Organic,3212.49,NONE,717.25,2024.0,3.0,18.0
2092,ORD1089282,CUST63085,2025-10-13,33,Kolkata,Electronics,Face Serum,1.0,264.89,12.79,Net Banking,Returned,4.7,3.0,8.95,Desktop,Organic,3917.19,NONE,231.01,2025.0,10.0,13.0
18109,ORD1012915,CUST20513,2024-04-04,18,Lucknow,Beauty,Yoga Mat,5.0,1266.79,6.87,UPI,Delivered,3.3,3.0,3.51,Desktop,Paid Search,4514.97,not provided,5898.81,2024.0,4.0,4.0
47632,ORD1012575,CUST26936,2024-04-01,36,Jaipur,Grocery,Novel,2.0,138.88,5.7,Wallet,Returned,4.2,5.0,3.56,Mobile,Organic,314.87,SAVE20,261.93,2024.0,4.0,1.0
52439,ORD1033120,CUST21078,2024-08-29,19,Jaipur,Books,Face Serum,3.0,708.5,32.39,COD,Delivered,4.4,4.0,2.34,Mobile,Social,2794.74,APP15,1437.05,2024.0,8.0,29.0
58640,ORD1057714,CUST16071,2025-02-25,39,Mumbai,Grocery,Laptop Stand,1.0,484.96,11.63,Credit Card,Delivered,4.3,3.0,13.96,Mobile,Direct,2220.39,FESTIVE,428.56,2025.0,2.0,25.0
1041,ORD1054308,CUST63974,2025-01-31,32,Pune,Fashion,Novel,2.0,1249.38,6.46,Credit Card,Delivered,4.1,8.0,4.0,not provided,Organic,11008.4,not provided,2337.34,2025.0,1.0,31.0
72161,ORD1066482,CUST31439,2025-04-30,50,Indore,Electronics,Novel,1.0,1762.14,11.63,UPI,Delivered,5.0,1.0,4.02,Mobile,Social,2168.78,not provided,1557.2,2025.0,4.0,30.0
4284,ORD1036801,CUST85630,2024-09-25,39,Indore,Fashion,Wireless Headphones,1.0,4242.7,14.28,COD,Delivered,3.7,1.0,29.12,Mobile,Organic,8805.1,NEWUSER,3636.84,2024.0,9.0,25.0
60576,ORD1001407,CUST30529,2024-01-11,39,Ahmedabad,Beauty,Smart Watch,1.0,8581.78,17.19,Credit Card,Delivered,4.6,3.0,22.87,Mobile,Direct,,FESTIVE,7106.57,2024.0,1.0,11.0
35868,ORD1002010,CUST50426,2024-01-15,19,Lucknow,Books,Yoga Mat,3.0,1086.63,101.0,COD,Cancelled,3.6,9.0,15.33,Mobile,Social,1020.96,not provided,2696.58,2024.0,1.0,15.0
27083,ORD1056823,CUST95613,2025-02-18,38,Hyderabad,Beauty,Face Serum,2.0,128.43,2.53,COD,Delivered,4.6,1.0,4.79,Mobile,Paid Search,1978.92,NEWUSER,250.36,2025.0,2.0,18.0
51713,ORD1076778,CUST62558,2025-07-14,51,Indore,Toys,Bluetooth Speaker,3.0,919.57,6.67,Wallet,Delivered,3.7,1.0,11.4,Mobile,Paid Search,5164.04,APP15,2574.7,2025.0,7.0,14.0
61085,ORD1057107,CUST90306,2025-02-20,20,Patna,Home & Kitchen,Wireless Headphones,1.0,1337.08,24.78,COD,Processing,3.2,1.0,3.49,Mobile,Organic,1700.16,SAVE20,1005.75,2025.0,2.0,20.0
47459,ORD1015064,CUST97000,2024-04-19,40,Jaipur,Electronics,Running Shoes,1.0,401.01,23.57,Debit Card,Returned,4.0,4.0,4.79,Desktop,Paid Search,25739.72,not provided,306.49,2024.0,4.0,19.0
85060,ORD1042774,CUST21489,,32,Kolkata,Sports,Wireless Headphones,2.0,1153.52,5.52,Debit Card,Delivered,4.5,2.0,4.41,not provided,Affiliate,800.14,NONE,2179.69,,,
29222,ORD1061137,CUST81733,2025-03-22,24,Delhi,Sports,Organic Snacks,1.0,1010.83,5.78,Wallet,Delivered,4.4,2.0,5.43,Mobile,Direct,33304.81,NONE,952.4,2025.0,3.0,22.0
32652,ORD1017186,CUST87581,2024-05-05,26,Hyderabad,Grocery,Bluetooth Speaker,1.0,970.75,3.15,UPI,Delivered,4.4,2.0,5.41,Desktop,Social,808.16,APP15,940.17,2024.0,5.0,5.0
47036,ORD1042757,CUST55247,2024-11-08,37,Ahmedabad,Home & Kitchen,Yoga Mat,1.0,114.03,9.55,Wallet,Cancelled,3.1,2.0,8.19,Mobile,Organic,7399.53,NONE,103.14,2024.0,11.0,8.0
22881,ORD1034608,CUST98310,2024-09-09,35,Delhi,Home & Kitchen,Running Shoes,3.0,330.02,1.37,Credit Card,Delivered,3.5,4.0,16.12,Mobile,Organic,2957.14,NONE,976.5,2024.0,9.0,9.0
7080,ORD1061181,CUST79008,2025-03-22,47,Hyderabad,Sports,Novel,3.0,1341.36,14.37,Net Banking,Delivered,4.0,4.0,27.45,Mobile,Organic,6645.23,APP15,3445.82,2025.0,3.0,22.0
81878,ORD1047507,CUST12188,2024-12-12,26,Jaipur,Grocery,Yoga Mat,2.0,771.33,18.59,UPI,Delivered,3.7,3.0,3.92,Mobile,Email,3890.99,NEWUSER,1255.88,2024.0,12.0,12.0
61943,ORD1039095,CUST54866,2024-10-12,29,Indore,Home & Kitchen,Laptop Stand,3.0,548.31,28.16,COD,Delivered,3.3,3.0,6.39,Desktop,Organic,2613.88,NEWUSER,1181.72,2024.0,10.0,12.0
28903,ORD1093104,CUST88085,2025-11-10,24,Jaipur,Sports,Laptop Stand,2.0,946.0,0.78,COD,Delivered,3.0,1.0,12.77,Mobile,Direct,8384.86,not provided,1877.24,2025.0,11.0,10.0
45436,ORD1066035,CUST81616,2025-04-27,48,Mumbai,Sports,Laptop Stand,2.0,3196.31,13.68,Wallet,Delivered,2.9,1.0,5.38,Mobile,Organic,2844.91,FESTIVE,5518.11,2025.0,4.0,27.0
68441,ORD1064426,CUST97105,2025-04-15,30,Chennai,Toys,Smart Watch,1.0,1379.81,9.35,COD,Delivered,4.3,2.0,15.92,Mobile,Organic,141.3,NEWUSER,1250.8,2025.0,4.0,15.0
59161,ORD1005655,CUST89128,2024-02-11,30,Mumbai,Grocery,Wireless Headphones,3.0,1195.17,7.2,Credit Card,Shipped,4.1,2.0,9.21,Mobile,Email,3901.91,SAVE20,3327.35,2024.0,2.0,11.0
80178,ORD1052754,CUST31078,2025-01-20,20,Hyderabad,Electronics,Laptop Stand,3.0,388.9,17.0,UPI,Shipped,5.0,1.0,9.12,Desktop,not provided,11456.76,NONE,968.36,2025.0,1.0,20.0
28050,ORD1006215,CUST76360,2024-02-15,29,Indore,Home & Kitchen,Yoga Mat,1.0,2244.18,4.13,Wallet,Shipped,4.2,6.0,18.73,Mobile,Social,6275.43,FESTIVE,2151.5,2024.0,2.0,15.0
15669,ORD1023835,CUST97904,2024-06-22,23,Indore,Grocery,Smart Watch,5.0,4277.3,17.8,Net Banking,Delivered,3.7,2.0,3.81,Mobile,Paid Search,1083.38,not provided,17579.7,2024.0,6.0,22.0
64583,ORD1072046,CUST43174,2025-06-09,19,Lucknow,Sports,Running Shoes,2.0,958.3,3.36,Debit Card,Delivered,4.4,3.0,5.78,Mobile,Direct,1321.99,FESTIVE,1852.2,2025.0,6.0,9.0
69130,ORD1062356,CUST77512,2025-03-31,35,Pune,Toys,Novel,1.0,620.42,12.51,Wallet,Delivered,3.6,9.0,0.86,Mobile,not provided,56615.68,NEWUSER,542.81,2025.0,3.0,31.0
2638,ORD1023108,CUST42699,2024-06-17,36,Jaipur,Home & Kitchen,Coffee Maker,1.0,1175.52,24.6,UPI,Shipped,3.7,4.0,16.17,Mobile,Organic,14561.94,FESTIVE,886.34,2024.0,6.0,17.0
62666,ORD1034761,CUST94701,2024-09-10,32,Mumbai,Fashion,Yoga Mat,2.0,1058.59,1.49,Debit Card,Delivered,4.2,5.0,30.2,Tablet,Direct,4552.26,NEWUSER,2085.63,2024.0,9.0,10.0
67409,ORD1025947,CUST40778,2024-07-08,29,Patna,Toys,Wireless Headphones,1.0,414.43,18.29,UPI,Delivered,4.2,4.0,26.08,Mobile,Paid Search,7465.95,SAVE20,338.63,2024.0,7.0,8.0
7460,ORD1050910,CUST82686,2025-01-06,30,Hyderabad,Books,Novel,1.0,133.46,7.5,Credit Card,Delivered,3.4,3.0,18.07,Mobile,Email,3015.23,APP15,123.45,2025.0,1.0,6.0
10522,ORD1093637,CUST66127,2025-11-14,97,Bengaluru,Books,Coffee Maker,1.0,7817.7,15.41,COD,Delivered,2.8,6.0,36.31,Mobile,Paid Search,20917.74,NEWUSER,6612.99,2025.0,11.0,14.0
13969,ORD1047114,CUST36641,2024-12-09,24,Patna,Home & Kitchen,Laptop Stand,2.0,1579.56,35.73,COD,Delivered,4.2,3.0,19.43,Mobile,Affiliate,370.15,APP15,2030.37,2024.0,12.0,9.0
55145,ORD1045458,CUST92900,2024-11-27,32,Hyderabad,Sports,Smart Watch,3.0,4613.29,22.78,Wallet,Delivered,3.0,3.0,2.53,Mobile,Direct,3521.29,SAVE20,10687.15,2024.0,11.0,27.0
5876,ORD1077023,CUST60273,2025-07-16,23,Lucknow,Beauty,Running Shoes,5.0,1599.45,17.33,Wallet,Delivered,3.6,4.0,5.14,Mobile,Organic,3993.34,FESTIVE,6611.33,2025.0,7.0,16.0
86482,ORD1052890,CUST71099,2025-01-21,18,Bengaluru,Sports,Coffee Maker,2.0,240.55,20.02,COD,Cancelled,5.0,1.0,6.35,Mobile,not provided,1257.11,NONE,384.78,2025.0,1.0,21.0
21529,ORD1098942,CUST58269,2025-12-23,34,Kolkata,Fashion,Yoga Mat,2.0,443.93,9.98,COD,Delivered,3.9,5.0,10.8,Mobile,Direct,8102.06,SAVE20,799.25,2025.0,12.0,23.0
78366,ORD1040818,CUST46976,2024-10-24,52,Pune,Sports,Yoga Mat,1.0,2568.37,19.25,COD,Delivered,3.2,4.0,2.45,Mobile,Organic,12885.78,FESTIVE,2073.96,2024.0,10.0,24.0
31686,ORD1025746,CUST42646,2024-07-06,45,Hyderabad,Beauty,Bluetooth Speaker,2.0,335.76,9.21,Net Banking,Delivered,4.1,6.0,3.07,Desktop,Affiliate,1518.8,APP15,609.67,2024.0,7.0,6.0
80824,ORD1047685,CUST78080,2024-12-14,45,Mumbai,Fashion,Laptop Stand,1.0,1013.67,10.62,COD,Delivered,3.6,4.0,14.58,not provided,Organic,616.64,NONE,906.02,2024.0,12.0,14.0
45513,ORD1085085,CUST76690,2025-09-13,32,Pune,Fashion,Yoga Mat,1.0,1160.73,10.46,Credit Card,Delivered,3.2,1.0,3.11,Mobile,Direct,5155.15,APP15,1039.32,2025.0,9.0,13.0
9349,ORD1041358,CUST82380,2024-10-28,33,Lucknow,Home & Kitchen,Wireless Headphones,4.0,498.79,27.26,Debit Card,Delivered,3.1,3.0,8.67,Mobile,Email,2663.34,APP15,1451.28,2024.0,10.0,28.0
32816,ORD1002965,CUST33044,2024-01-22,18,Bengaluru,Beauty,Face Serum,2.0,2828.99,15.73,UPI,Processing,3.6,14.0,2.29,Tablet,Organic,2972.63,NONE,4767.98,2024.0,1.0,22.0
65363,ORD1050205,CUST11602,2025-01-01,29,Bengaluru,Toys,Novel,1.0,1644.91,20.7,Net Banking,Delivered,4.4,1.0,48.49,Tablet,Direct,7142.24,NONE,1304.41,2025.0,1.0,1.0
36856,ORD1026852,CUST84159,2024-07-15,30,Bengaluru,Beauty,Laptop Stand,2.0,1221.45,18.86,COD,Delivered,2.9,3.0,2241.0,Desktop,Organic,3266.64,APP15,1982.17,2024.0,7.0,15.0
80457,ORD1041596,CUST49903,2024-10-30,38,Bengaluru,Fashion,Face Serum,3.0,1016.94,3.9,Debit Card,Delivered,5.0,2.0,8.3,Mobile,Social,2490.43,APP15,2931.84,2024.0,10.0,30.0
33978,ORD1072678,CUST37017,2025-06-14,27,Indore,Grocery,Smart Watch,1.0,9627.04,14.38,Credit Card,Returned,4.1,6.0,7.0,Mobile,Email,21248.91,NEWUSER,8242.67,2025.0,6.0,14.0
57215,ORD1059212,CUST51073,2025-03-08,39,Jaipur,Beauty,Laptop Stand,3.0,14010.18,7.69,Net Banking,Delivered,4.2,3.0,7.07,Desktop,Organic,6445.13,SAVE20,38798.39,2025.0,3.0,8.0
70621,ORD1069867,CUST62463,2025-05-25,44,Hyderabad,Beauty,Wireless Headphones,1.0,1669.2,11.98,Debit Card,Delivered,4.7,5.0,5.72,Mobile,Direct,7246.97,not provided,1469.23,2025.0,5.0,25.0
60386,ORD1061484,CUST87889,2025-03-24,24,Patna,Grocery,Laptop Stand,2.0,944.97,13.9,Debit Card,Delivered,3.3,3.0,17.51,Desktop,Organic,1447.03,APP15,1627.24,2025.0,3.0,24.0
17824,ORD1048233,CUST32249,2024-12-18,37,Ahmedabad,Grocery,Running Shoes,1.0,3260.47,18.21,Net Banking,Delivered,4.6,1.0,30.49,Mobile,Email,10008.91,FESTIVE,2666.74,2024.0,12.0,18.0
11310,ORD1035615,CUST16344,2024-09-16,40,Jaipur,Sports,Wireless Headphones,1.0,664.36,20.29,Debit Card,Processing,4.5,4.0,5.83,Mobile,Direct,1980.15,FESTIVE,529.56,2024.0,9.0,16.0
39549,ORD1013584,CUST20318,2024-04-09,18,Hyderabad,Books,Face Serum,2.0,2445.7,21.02,Wallet,Delivered,3.4,1.0,3.02,Mobile,Direct,9038.0,NEWUSER,3863.23,2024.0,4.0,9.0
56612,ORD1019700,CUST94767,2024-05-23,30,Indore,Toys,Bluetooth Speaker,1.0,1683.46,11.85,Wallet,Delivered,4.4,8.0,8.98,Mobile,Social,8348.93,NONE,1483.97,2024.0,5.0,23.0
79384,ORD1071175,CUST11519,2025-06-03,37,Jaipur,Toys,Wireless Headphones,2.0,195.57,27.76,Debit Card,Delivered,4.1,2.0,4.86,Mobile,Organic,8194.33,SAVE20,282.56,2025.0,6.0,3.0
41130,ORD1083417,CUST64182,2025-08-31,40,Pune,Books,Wireless Headphones,1.0,172.86,7.36,UPI,Shipped,4.6,3.0,3.9,Mobile,Social,3431.88,NONE,3265938.73,2025.0,8.0,31.0
56917,ORD1004927,CUST38700,2024-02-05,35,Delhi,Electronics,Coffee Maker,4.0,1581.56,6.15,Credit Card,Cancelled,3.5,7.0,10.95,Mobile,Direct,15430.15,SAVE20,5937.18,2024.0,2.0,5.0
24667,ORD1082388,CUST95944,2025-08-24,39,Hyderabad,Home & Kitchen,Yoga Mat,2.0,680.58,8.17,Wallet,Shipped,4.4,6.0,10.73,Mobile,Organic,4491.92,NEWUSER,1249.95,2025.0,8.0,24.0
25437,ORD1076019,CUST73970,2025-07-08,18,Chennai,Electronics,Bluetooth Speaker,3.0,951.38,15.55,Wallet,Delivered,4.2,4.0,0.0,Mobile,Social,2344.24,NEWUSER,2410.32,2025.0,7.0,8.0
72303,ORD1069869,CUST43055,2025-05-25,32,Pune,Electronics,Coffee Maker,1.0,2873.62,9.43,COD,Delivered,4.3,2.0,6.37,Mobile,Organic,12430.15,NONE,2602.64,2025.0,5.0,25.0
72444,ORD1019545,CUST25360,2024-05-22,42,Indore,Beauty,Smart Watch,5.0,4168.11,38.45,UPI,Delivered,3.6,2.0,48.43,Desktop,Paid Search,1203.26,NONE,12827.36,2024.0,5.0,22.0
76985,ORD1051442,CUST54633,2025-01-10,30,Hyderabad,Sports,Novel,1.0,571.18,12.94,Credit Card,Delivered,5.0,1.0,3.41,Tablet,Organic,12570.33,NONE,497.27,2025.0,1.0,10.0
32187,ORD1043358,CUST16890,2024-11-12,35,Hyderabad,Books,Wireless Headphones,2.0,1284.8,2.86,Wallet,Delivered,5.0,1.0,10.28,Mobile,Paid Search,22269.43,NEWUSER,2496.11,2024.0,11.0,12.0
9662,ORD1052593,CUST62924,2025-01-18,32,Indore,Beauty,Organic Snacks,1.0,189.01,12.32,Wallet,Delivered,2.9,2.0,9.71,Desktop,Direct,317.91,NEWUSER,165.72,2025.0,1.0,18.0
81966,ORD1082929,CUST11817,2025-08-28,32,Pune,Sports,Wireless Headphones,1.0,193.9,5.63,Debit Card,Delivered,4.8,7.0,8.18,Mobile,Organic,,NONE,182.98,2025.0,8.0,28.0
26030,ORD1018311,CUST22609,2024-05-13,43,Delhi,Books,Organic Snacks,1.0,652.42,8.21,Debit Card,Returned,4.6,3.0,23.95,Mobile,Direct,2111.11,FESTIVE,598.86,2024.0,5.0,13.0
20166,ORD1019365,CUST49066,2024-05-21,24,Mumbai,Books,Organic Snacks,1.0,369.57,8.89,UPI,Delivered,5.0,6.0,9.29,Mobile,Paid Search,13308.49,NONE,336.72,2024.0,5.0,21.0
58786,ORD1081180,CUST74955,2025-08-15,23,Ahmedabad,Electronics,Smart Watch,1.0,613.89,5.3,Net Banking,Shipped,2.9,2.0,4.15,Desktop,Organic,1580.69,SAVE20,581.35,2025.0,8.0,15.0
17473,ORD1060988,CUST18842,2025-03-21,38,Bengaluru,Sports,Face Serum,5.0,1536.9,9.14,COD,Delivered,3.7,4.0,7.11,Mobile,Organic,2363.8,FESTIVE,6982.14,2025.0,3.0,21.0
68186,ORD1042158,CUST43269,2024-11-03,18,,Fashion,Running Shoes,1.0,4060.11,9.54,Net Banking,Delivered,4.1,1.0,1.04,Mobile,Paid Search,4346.46,FESTIVE,3672.78,2024.0,11.0,3.0
6505,ORD1064182,CUST27327,2025-04-13,32,Delhi,Beauty,Wireless Headphones,1.0,774.16,27.25,not provided,not provided,2.4,4.0,10.37,Mobile,Paid Search,3970.75,NONE,563.2,2025.0,4.0,13.0
1142,ORD1061416,CUST80629,2025-03-24,26,Indore,Books,Coffee Maker,2.0,530.39,8.15,Wallet,Returned,3.3,4.0,20.82,Desktop,Paid Search,1677.97,NEWUSER,974.33,2025.0,3.0,24.0
71724,ORD1085541,CUST10469,2025-09-16,18,Patna,Toys,Novel,1.0,325.17,5.3,Net Banking,Delivered,3.8,2.0,5.65,Mobile,Email,1881872.47,not provided,307.94,2025.0,9.0,16.0
2009,ORD1038396,CUST10588,2024-10-07,18,Ahmedabad,Electronics,Coffee Maker,2.0,1872.68,12.12,COD,Processing,2.1,6.0,4.23,Mobile,Organic,193.99,FESTIVE,3291.42,2024.0,10.0,7.0
67198,ORD1081299,CUST18856,2025-08-16,30,Kolkata,Grocery,Yoga Mat,1.0,4036.83,29.76,COD,Delivered,2.9,2.0,,Mobile,Email,1418.47,not provided,2835.47,2025.0,8.0,16.0
40326,ORD1000628,CUST10473,2024-01-05,22,Bengaluru,Beauty,Face Serum,2.0,260.08,7.45,Credit Card,Returned,4.6,1.0,28.52,Desktop,Social,1737.18,NEWUSER,481.41,2024.0,1.0,5.0
36871,ORD1004161,CUST17846,2024-01-31,19,Ahmedabad,Toys,Bluetooth Speaker,1.0,2009.35,13.04,Debit Card,Delivered,5.0,5.0,12.52,Desktop,Paid Search,9253.75,APP15,1747.33,2024.0,1.0,31.0
9306,ORD1055501,CUST10049,2025-02-09,33,Chennai,Fashion,Wireless Headphones,1.0,409.35,10.06,Debit Card,Processing,4.1,4.0,18.03,Desktop,Organic,16729.95,SAVE20,368.17,2025.0,2.0,9.0
28184,ORD1007598,CUST45707,2024-02-25,28,Indore,Grocery,Running Shoes,1.0,1281.46,9.23,Credit Card,Delivered,3.1,7.0,5.5,Mobile,Direct,38888.84,not provided,1163.18,2024.0,2.0,25.0
44970,ORD1074340,CUST23830,2025-06-26,44,,Fashion,Bluetooth Speaker,1.0,4137.77,5.43,COD,Processing,4.7,4.0,20.15,Mobile,Direct,21598.58,not provided,3913.09,2025.0,6.0,26.0
3255,ORD1039006,CUST26872,2024-10-11,37,Pune,Electronics,Yoga Mat,1.0,1298.28,5.31,COD,Delivered,4.5,3.0,3.46,Mobile,Affiliate,8146.37,SAVE20,1229.34,2024.0,10.0,11.0
50039,ORD1080969,CUST92863,2025-08-14,30,Ahmedabad,Fashion,Smart Watch,1.0,815.19,39.94,UPI,Shipped,3.8,1.0,55.72,Mobile,Organic,1129.83,not provided,489.6,2025.0,8.0,14.0
42352,ORD1018288,CUST27357,2024-05-13,26,Ahmedabad,Sports,Coffee Maker,2.0,233.82,8.57,Net Banking,Delivered,3.9,2.0,10.35,Mobile,Organic,1158.41,NONE,427.56,2024.0,5.0,13.0
